"","HRVtime$datetime","size","SDNN","SDANN","SDNNIDX","pNN50","SDSD","rMSSD","IRRR","MADRR","TINN","HRVi"
"1",2020-01-02 06:07:27,5,89.1934440626834,69.890796241061,57.9271749520302,40.5660377358491,69.5018321489264,69.1805813085487,128.999999999998,39.9999999999991,278.645833333333,17.8333333333333
"2",2020-01-02 19:19:36,5,384.921204057824,NA,NA,50,451.134126397047,464.763380657298,337.99999999998,337.99999999998,46.875,3
"3",2020-01-03 05:33:07,5,60.883518806439,57.2748684272577,24.9024938976022,7.75193798449612,26.6192491150596,26.515901328369,71.5000000000031,16.0000000000052,169.270833333333,10.8333333333333
"4",2020-01-04 11:03:23,5,85.2463712462165,66.3125107925741,54.4135578879812,34.1463414634146,60.197426090796,59.9646237173303,114.249999999998,33.9999999999989,215.277777777778,13.7777777777778
"5",2020-01-05 08:02:35,5,82.0135953641919,57.7375424930027,64.8247963921533,65.2631578947368,84.8144381209583,84.3670551815107,116.25000000001,67.0000000000073,250,16
"6",2020-01-06 06:08:24,5,75.8602839016377,62.2538668100732,48.7523312199585,44.6601941747573,70.9023789754247,70.5830090393477,120.25,46.9999999999968,232.142857142857,14.8571428571429
"7",2020-01-07 10:02:17,5,110.054957375379,55.5632488645526,92.8605888763965,66.4179104477612,132.001490531026,131.510540976986,154,80.9999999999926,301.339285714286,19.2857142857143
"8",2020-01-09 07:06:32,5,110.282842331628,104.57108253567,31.5819642242157,18.8811188811189,38.1726884255361,38.0404642857703,196.000000000001,26,321.428571428571,20.5714285714286
"9",2020-01-10 06:24:53,5,63.5497044451429,42.1893705387175,53.5018616531986,50.7575757575758,68.1873715449889,67.930166905122,84.0000000000316,50.5000000000138,207.8125,13.3
"10",2020-01-11 07:41:15,5,79.2006256221662,66.0464740652609,40.9800368503358,32.4786324786325,63.5923492628074,63.3397432653718,87.249999999992,24,167.613636363636,10.7272727272727
"11",2020-01-12 09:41:20,5,92.8209234929333,55.9692258226775,76.0690253013904,64.3478260869565,107.71916406395,107.252404452626,141.249999999999,67.0000000000002,258.928571428571,16.5714285714286
"12",2020-01-13 06:38:00,5,105.764890416354,NA,NA,33.0708661417323,64.3717302862247,64.1429260373261,171.000000000007,34.000000000006,285.714285714286,18.2857142857143
"13",2020-01-16 08:16:04,5,59.704860983473,57.517984705539,NA,18.1208053691275,41.5208256038397,41.3825661181537,72.499999999989,20.0000000000031,167.410714285714,10.7142857142857
"14",2020-01-17 08:46:43,5,93.5007999372211,87.6164904177909,NA,27.3381294964029,56.4431410557972,56.2433049572818,141.25,32.0000000000391,243.055555555556,15.5555555555556
"15",2020-01-22 05:44:29,5,117.772362682272,101.48447354964,65.0855100504763,39.2592592592593,71.007973765688,70.7651829017016,167.499999999995,39.999999999992,265.625,17
"16",2020-01-23 08:27:57,5,95.6994031015845,71.5744752285473,69.9514156430574,64.2276422764228,88.3675329046335,88.0079911375393,139.250000000001,67.999999999998,242.1875,15.5
"17",2020-01-24 08:32:46,5,73.0666475495277,43.5481950189543,59.8437230091907,65.6,86.770864740082,86.4305501544429,101.249999999987,65.9999999999884,246.09375,15.75
"18",2020-01-25 07:37:47,5,88.4566750825137,65.0163770682639,66.4768510620287,63.9344262295082,93.2752953400291,92.913409362397,117.5,77.0000000000017,240.234375,15.375
"19",2020-01-26 08:09:35,5,77.6809077524361,52.3786904245525,58.535619528294,46.9230769230769,73.7902489142304,73.5096016753018,96.4999999999955,48.4999999999972,227.430555555556,14.5555555555556
"20",2020-01-27 06:01:06,5,64.841347010509,50.6422045846576,45.5028024567307,57.5471698113208,75.5955712085264,75.2532830099375,89.9999999999998,60.5000000000189,208.984375,13.375
"21",2020-01-28 06:05:07,5,79.8341893402233,59.1348836036082,57.435302829132,59.8214285714286,85.0606448622145,84.68412947958,112.000000000009,65.4999999999974,220.703125,14.125
"22",2020-01-29 06:31:02,5,57.8817881596644,31.6506055436666,53.6576159640111,61.3445378151261,79.7034374623394,79.3679866881131,87.4999999999995,63.0000000000164,208.333333333333,13.3333333333333
"23",2020-01-30 09:03:38,5,57.1346501318625,39.0621793998884,49.1768501131231,56.4102564102564,74.7673353517621,74.4473082750603,77.5000000000016,61.0000000000068,153.645833333333,9.83333333333333
"24",2020-01-31 07:12:05,5,54.3859324275837,31.4434534834789,47.1583494951603,54.4642857142857,77.4460994944121,77.1163314183749,80.0000000000125,57.5000000000036,220.703125,14.125
"25",2020-02-01 06:15:17,5,61.2278418702006,36.0828228309298,49.6803508587593,48.4615384615385,70.8038136250605,70.5311169735646,89.0000000000045,49.0000000000067,170.572916666667,10.9166666666667
"26",2020-02-02 08:21:08,5,80.1504287453915,60.2980468791808,60.6562539947997,68.4210526315789,84.3594824495085,83.9895565772009,106.000000000005,66.9999999999978,199.652777777778,12.7777777777778
"27",2020-02-03 06:27:28,5,64.3514559020273,44.6202421000038,51.2998762876346,54.5454545454545,71.4302632424612,71.1366395579912,88.500000000007,52.9999999999832,211.805555555556,13.5555555555556
"28",2020-02-04 06:02:14,5,77.0530120544721,44.170315910214,64.8649478547932,66.6666666666667,90.9052682033047,90.5259631266076,97.9999999999918,75.5000000000016,157.552083333333,10.0833333333333
"29",2020-02-05 06:24:15,5,75.8723801169409,57.0569973619063,55.3788086315115,60.6837606837607,80.6947698961593,80.3598211465206,97.7500000000066,61.0000000000141,230.46875,14.75
"30",2020-02-06 07:11:47,5,68.4194834406523,39.7361103626005,59.6798608166368,59.2,80.7600811643805,80.4413823849386,105.250000000009,58.0000000000016,218.75,14
"31",2020-02-07 06:18:37,5,72.7886370214977,54.2852445047085,55.2834213748232,63.6363636363636,85.124119393269,84.7760784129259,109.000000000003,68.0000000000014,211.805555555556,13.5555555555556
"32",2020-02-08 09:49:10,5,80.7656036575428,58.8954465017211,59.2792457447653,59.1549295774648,82.4267724098743,82.1534119716988,91.4999999999964,64.0000000000001,203.125,13
"33",2020-02-09 09:06:42,5,76.4361054529775,64.1542333186935,47.0617288384275,44.2857142857143,61.927652315218,61.7186010396042,97.9999999999955,44.0000000000075,220.3125,14.1
"34",2020-02-10 05:34:02,5,48.8269022088275,36.3314436715785,32.9648782802305,17.3611111111111,38.4449771550696,38.3192909062212,61.9999999999975,25.0000000000003,174.278846153846,11.1538461538462
"35",2020-02-12 05:11:31,5,89.1859379209356,73.5892525099649,51.1119902084636,44.3609022556391,61.8845629717081,61.6574334346195,127.000000000006,42.0000000000016,232.638888888889,14.8888888888889
"36",2020-02-13 06:36:52,5,64.1614269732234,46.8313038788002,47.0009911136253,51.5625,62.221149098816,61.9830495982565,88.9999999999975,52.999999999976,251.953125,16.125
"37",2020-02-14 06:41:32,5,101.466526500121,84.2604053593977,57.9693521788726,52.8,80.5555284340562,80.2373977643824,142.500000000002,52.9999999999688,246.09375,15.75
"38",2020-02-15 10:41:22,5,73.2138846492831,63.7158762359126,44.4269128282452,30.1282051282051,53.1128626479511,52.9463928216133,95.0000000000025,34.4999999999995,245.3125,15.7
"39",2020-02-16 07:52:53,5,104.496422323558,84.6953168688058,64.247449837752,59.0909090909091,84.6042302766708,84.2831627025921,139.999999999999,66.0000000000011,346.354166666667,22.1666666666667
"40",2020-02-17 07:30:28,5,67.667102969527,38.9977126871254,59.4067409138779,59.8540145985401,76.8785231435834,76.59763103577,93.2499999999936,60.0000000000165,239.583333333333,15.3333333333333
"41",2020-02-18 05:33:20,5,77.0614231379517,53.477247072316,59.6152499412048,57.8125,76.005329019549,75.7166799655124,103.999999999999,55.000000000014,223.958333333333,14.3333333333333
"42",2020-02-19 05:30:14,5,63.4462891214983,50.1446742854651,42.1212993646967,38.8489208633094,56.0876708092549,55.8872194241577,91.5000000000089,41.0000000000039,218.75,14
"43",2020-02-20 06:46:46,5,75.982088021593,58.1231012484804,52.0233328852955,41.0958904109589,60.0910539612885,59.9262674813516,99.499999999998,40.0000000000098,208.806818181818,13.3636363636364
"44",2020-02-21 07:56:31,5,61.4827211499294,NA,NA,28.5714285714286,65.6262868354556,63.3279446329075,20.5000000000019,30.9999999999918,41.6666666666667,2.66666666666667
"45",2020-02-22 15:37:42,5,76.8374948903305,49.5023405994311,58.9010867904247,55.7522123893805,95.8775829061156,95.452995428552,100.500000000004,59.0000000000011,178.125,11.4
"46",2020-02-23 07:34:16,5,71.448576100326,52.7697146989526,42.7083671935916,41.6058394160584,56.5741997873618,56.3724579435631,73.5000000000059,38.9999999999943,215.625,13.8
"47",2020-02-24 06:34:15,5,62.5714940246241,49.556352147604,41.2076474213959,37.3239436619718,53.7510586506291,53.5619951452865,90.0000000000015,40.000000000008,248.263888888889,15.8888888888889
"48",2020-02-25 06:22:46,5,87.8427943324271,67.1169772338182,62.8319674223951,54.8387096774194,80.6351816537009,80.3093816075911,115.000000000009,64.5000000000024,217.013888888889,13.8888888888889
"49",2020-02-26 06:10:54,5,71.3566970705525,62.3572803986772,37.3417819092401,25,46.768753898438,46.6251005360837,88.999999999999,31.9999999999893,220.3125,14.1
"50",2020-02-27 07:08:59,5,65.367086468548,56.1680518659865,32.8113500656029,21.0526315789474,39.4709654684278,39.3771240028638,90.5000000000005,25.5000000000081,213.169642857143,13.6428571428571
"51",2020-02-28 07:26:43,5,69.1863616600236,52.6316036396446,48.6606427521707,38.125,62.3468236167199,62.1553497295288,99.9999999999961,35.99999999998,251.5625,16.1
"52",2020-02-29 08:41:20,5,70.6957801826489,62.1470101770757,NA,21.505376344086,46.9672033698628,46.8451464074519,85.0000000000009,26.0000000000105,224.759615384615,14.3846153846154
"53",2020-03-01 06:32:42,5,69.5832031572996,53.05430098438,47.877647429752,46.2962962962963,60.4925948961296,60.3057026969917,93.5000000000095,45.9999999999994,195.913461538462,12.5384615384615
"54",2020-03-02 06:06:32,5,103.161085383284,77.0910873441229,70.6771063800022,50,79.0875046204121,78.8368367924727,143.499999999996,51.0000000000019,310.546875,19.875
"55",2020-03-03 05:45:09,5,83.7472797398157,63.2574784498399,55.04875286194,40.6060606060606,61.8168043083785,61.6528895338972,123.25,43.999999999997,259.375,16.6
"56",2020-03-04 06:36:27,5,58.390661601417,35.9626736606916,48.1466745615696,43.312101910828,64.3435710316491,64.1466274165477,86.4999999999973,41.0000000000109,205.729166666667,13.1666666666667
"57",2020-03-05 06:49:14,5,71.4139144039887,61.3649144959269,42.7361854972697,40,56.6612044669751,56.4973584794164,101.00000000001,40.0000000000063,259.375,16.6
"58",2020-03-06 07:27:13,5,74.120328525894,53.3407016618783,55.9024236060679,59.6385542168675,79.4348787592107,79.1967962112146,102.499999999988,64.499999999999,200.721153846154,12.8461538461538
"59",2020-03-07 09:03:31,5,77.2438876663918,59.0050319389593,53.3578520496056,53.8961038961039,73.2333337332121,72.9954188208493,105.000000000004,53.0000000000026,186.298076923077,11.9230769230769
"60",2020-03-08 07:50:35,5,68.3935191770644,52.8375407093916,46.616870070491,41.958041958042,69.083505126674,68.8437472720778,91.9999999999986,37.0000000000009,250,16
"61",2020-03-09 07:11:59,5,67.4587868217554,44.6395220939147,53.2008647147723,56.7567567567568,73.3978105998101,73.152607978485,97.9999999999991,61.0000000000069,194.010416666667,12.4166666666667
"62",2020-03-11 07:11:39,5,54.4382563893213,36.7328815164346,39.2997621602842,23.0337078651685,43.6902386316658,43.5707483566637,68.9999999999956,32.0000000000072,174.8046875,11.1875
"63",2020-03-12 05:52:25,5,61.6967225341921,40.7673241516707,42.9910349946631,38.8888888888889,54.07538325903,53.9085874649789,77.4999999999968,37.5000000000087,195.913461538462,12.5384615384615
"64",2020-03-13 07:06:33,5,58.4929604121427,45.9063666392351,38.9112616905236,30.6748466257669,50.5415465582642,50.388429872648,82.5000000000014,33.9999999999918,213.541666666667,13.6666666666667
"65",2020-03-14 08:02:40,5,86.2365464418693,76.1005302270475,45.7586871231121,31.3609467455621,51.294612014836,51.1482356668758,106.249999999976,32.0000000000107,241.477272727273,15.4545454545455
"66",2020-03-15 08:14:17,5,96.0742826124827,79.3740016604251,51.7842453959083,40.625,68.3186206166094,68.1066718464515,129.999999999995,42.9999999999957,251.5625,16.1
"67",2020-03-16 07:54:14,5,52.6398177212624,36.9331643492882,36.2312165835535,22.1649484536082,41.516014133316,41.4131185948682,67.9999999999907,26.9999999999939,203.125,13
"68",2020-03-17 12:41:37,5,101.834022490199,84.2693600649226,60.3945154980025,55.1282051282051,80.5797384672314,80.3507933999406,123.999999999995,53.9999999999985,245.3125,15.7
