"ID","ant_device_number","ant_network","ant_transmission_type","battery_status","battery_voltage","cum_operating_time","device_index","device_type","hardware_version","manufacturer","product","serial_number","software_version","source_type","timestamp"
2020-01-16 10:32:12,0,NA,0,NA,255.99609375,4294967295,"creator",255,255,"garmin","fr235",3935516471,7.9,"local",2020-01-16 09:48:30
2020-01-16 10:32:12,0,NA,0,NA,255.99609375,4294967295,NA,0,255,"garmin",NA,0,3.3,"local",2020-01-16 09:48:30
2020-01-16 10:32:12,0,"antplus",0,"ok",2.9765625,148780,NA,120,49,"garmin",NA,3313918853,23,"antplus",2020-01-16 09:48:30
2020-01-16 10:32:12,0,NA,0,NA,255.99609375,4294967295,NA,3,255,NA,"12",0,24.44,"local",2020-01-16 09:48:30
2020-01-16 10:32:12,0,NA,0,NA,255.99609375,4294967295,"creator",255,255,"garmin","fr235",3935516471,7.9,"local",2020-01-16 10:06:41
2020-01-16 10:32:12,0,NA,0,NA,255.99609375,4294967295,NA,0,255,"garmin",NA,0,3.3,"local",2020-01-16 10:06:41
2020-01-16 10:32:12,0,"antplus",0,"ok",2.984375,149886,NA,120,49,"garmin",NA,3313918853,23,"antplus",2020-01-16 10:06:41
2020-01-16 10:32:12,0,NA,0,NA,255.99609375,4294967295,NA,3,255,NA,"12",0,24.44,"local",2020-01-16 10:06:41
2020-01-16 10:32:12,0,NA,0,NA,255.99609375,4294967295,"creator",255,255,"garmin","fr235",3935516471,7.9,"local",2020-01-16 10:31:10
2020-01-16 10:32:12,0,NA,0,NA,255.99609375,4294967295,NA,0,255,"garmin",NA,0,3.3,"local",2020-01-16 10:31:10
2020-01-16 10:32:12,0,"antplus",0,"ok",2.984375,151292,NA,120,49,"garmin",NA,3313918853,23,"antplus",2020-01-16 10:31:10
2020-01-16 10:32:12,0,NA,0,NA,255.99609375,4294967295,NA,3,255,NA,"12",0,24.44,"local",2020-01-16 10:31:10
